last-generated=2020-03-09
statistics-initialization=
{
  "nonlinear": "5, 2, 5, 2, 5, 2, 5, 2, 1, 3, 0",
  "numerical Jacobians": "0"
}
statistics-simulation=
{
  "linear": "0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 0, 3, 0, 0, 0, 3, 0, 0, 0",
  "nonlinear": "1, 1, 0, 0, 0, 0, 3",
  "number of continuous time states": "193",
  "numerical Jacobians": "0"
}
time=[0e+00, 1.728e+05]
flo.sou.air.vol.T=[2.931499938964844e+02, 2.923185424804688e+02, 2.922355651855469e+02, 2.921704711914062e+02, 2.921177062988281e+02, 2.920376281738281e+02, 2.919799194335938e+02, 2.91895263671875e+02, 2.91766357421875e+02, 2.916928405761719e+02, 2.916901550292969e+02, 2.915889892578125e+02, 2.914741516113281e+02, 2.914380493164062e+02, 2.919417114257812e+02, 2.923501281738281e+02, 2.928848876953125e+02, 2.932279968261719e+02, 2.934513549804688e+02, 2.935250244140625e+02, 2.934788818359375e+02, 2.935848693847656e+02, 2.936870727539062e+02, 2.937811279296875e+02, 2.939323120117188e+02, 2.941108093261719e+02, 2.940735168457031e+02, 2.94132080078125e+02, 2.945326232910156e+02, 2.946044006347656e+02, 2.946405334472656e+02, 2.946596374511719e+02, 2.946588439941406e+02, 2.946558227539062e+02, 2.946453552246094e+02, 2.946466369628906e+02, 2.945772094726562e+02, 2.943473510742188e+02, 2.940821838378906e+02, 2.937842712402344e+02, 2.935028991699219e+02, 2.933200378417969e+02, 2.933164367675781e+02, 2.935041809082031e+02, 2.934889526367188e+02, 2.9340576171875e+02, 2.930594177246094e+02, 2.929527893066406e+02, 2.9286181640625e+02, 2.927990417480469e+02, 2.927448425292969e+02, 2.926901550292969e+02, 2.926617431640625e+02, 2.925427551269531e+02, 2.924383239746094e+02, 2.924028015136719e+02, 2.923526611328125e+02, 2.923621520996094e+02, 2.924486999511719e+02, 2.923980712890625e+02, 2.921397705078125e+02, 2.921127319335938e+02, 2.921333618164062e+02, 2.920836791992188e+02, 2.924739074707031e+02, 2.927387390136719e+02, 2.928575744628906e+02, 2.929685363769531e+02, 2.931969604492188e+02, 2.934400634765625e+02, 2.934972229003906e+02, 2.935108642578125e+02, 2.934778747558594e+02, 2.934545593261719e+02, 2.935064392089844e+02, 2.9370654296875e+02, 2.936961364746094e+02, 2.93772705078125e+02, 2.940136108398438e+02, 2.940106811523438e+02, 2.940382690429688e+02, 2.940654602050781e+02, 2.940733337402344e+02, 2.940678100585938e+02, 2.940479431152344e+02, 2.9348876953125e+02, 2.933270263671875e+02, 2.935431823730469e+02, 2.934127502441406e+02, 2.93148193359375e+02, 2.929158020019531e+02, 2.928558959960938e+02, 2.927968139648438e+02, 2.927716064453125e+02, 2.928047485351562e+02, 2.928576049804688e+02, 2.928506774902344e+02, 2.929039611816406e+02, 2.929172973632812e+02, 2.928467407226562e+02, 2.927693176269531e+02]
flo.eas.air.vol.T=[2.931499938964844e+02, 2.923406677246094e+02, 2.922623901367188e+02, 2.922044067382812e+02, 2.9216015625e+02, 2.921150512695312e+02, 2.920831604003906e+02, 2.920299987792969e+02, 2.919519958496094e+02, 2.918868408203125e+02, 2.918280334472656e+02, 2.917862548828125e+02, 2.917401123046875e+02, 2.916893920898438e+02, 2.922530517578125e+02, 2.925891723632812e+02, 2.928086853027344e+02, 2.930666809082031e+02, 2.934681701660156e+02, 2.937344055175781e+02, 2.937283020019531e+02, 2.936611938476562e+02, 2.9358740234375e+02, 2.935848693847656e+02, 2.935906066894531e+02, 2.936140747070312e+02, 2.935455322265625e+02, 2.935663146972656e+02, 2.937973022460938e+02, 2.9384521484375e+02, 2.938708190917969e+02, 2.938938598632812e+02, 2.939152221679688e+02, 2.939352111816406e+02, 2.939469604492188e+02, 2.939659423828125e+02, 2.939197692871094e+02, 2.937207641601562e+02, 2.934501953125e+02, 2.931285400390625e+02, 2.930462036132812e+02, 2.929959106445312e+02, 2.929480590820312e+02, 2.929804992675781e+02, 2.930130310058594e+02, 2.928659973144531e+02, 2.928458557128906e+02, 2.927803039550781e+02, 2.927173767089844e+02, 2.926792602539062e+02, 2.926461791992188e+02, 2.925997619628906e+02, 2.925637512207031e+02, 2.925017700195312e+02, 2.924644165039062e+02, 2.9243505859375e+02, 2.923846740722656e+02, 2.923730163574219e+02, 2.922773742675781e+02, 2.922653198242188e+02, 2.922592163085938e+02, 2.922470397949219e+02, 2.922543640136719e+02, 2.921320190429688e+02, 2.925152893066406e+02, 2.927294006347656e+02, 2.928516235351562e+02, 2.929874877929688e+02, 2.932818298339844e+02, 2.935324096679688e+02, 2.935525817871094e+02, 2.935294189453125e+02, 2.93495849609375e+02, 2.934660949707031e+02, 2.934929504394531e+02, 2.935508422851562e+02, 2.935168762207031e+02, 2.935738830566406e+02, 2.937960205078125e+02, 2.938152770996094e+02, 2.938360595703125e+02, 2.938638000488281e+02, 2.938693542480469e+02, 2.937723693847656e+02, 2.936621704101562e+02, 2.93826904296875e+02, 2.937349853515625e+02, 2.93406982421875e+02, 2.932682495117188e+02, 2.930095520019531e+02, 2.929009094238281e+02, 2.928940124511719e+02, 2.928761596679688e+02, 2.927814331054688e+02, 2.926857299804688e+02, 2.926377868652344e+02, 2.926719970703125e+02, 2.928817443847656e+02, 2.929176940917969e+02, 2.928750305175781e+02, 2.927850036621094e+02]
flo.nor.air.vol.T=[2.931499938964844e+02, 2.92318359375e+02, 2.922354736328125e+02, 2.921711730957031e+02, 2.921197509765625e+02, 2.920670166015625e+02, 2.920270385742188e+02, 2.919697265625e+02, 2.918894348144531e+02, 2.918211975097656e+02, 2.917609252929688e+02, 2.917135925292969e+02, 2.916621704101562e+02, 2.916082458496094e+02, 2.921094055175781e+02, 2.924425048828125e+02, 2.927513427734375e+02, 2.930468444824219e+02, 2.9329638671875e+02, 2.933694763183594e+02, 2.933462524414062e+02, 2.933589477539062e+02, 2.933826599121094e+02, 2.93411376953125e+02, 2.934274291992188e+02, 2.934424743652344e+02, 2.933733215332031e+02, 2.933729858398438e+02, 2.935304870605469e+02, 2.935361938476562e+02, 2.935711669921875e+02, 2.936034545898438e+02, 2.936326904296875e+02, 2.936584167480469e+02, 2.936778564453125e+02, 2.937033386230469e+02, 2.936663208007812e+02, 2.93483642578125e+02, 2.9323828125e+02, 2.92938232421875e+02, 2.928169860839844e+02, 2.927667846679688e+02, 2.927570495605469e+02, 2.927539672851562e+02, 2.9277978515625e+02, 2.927107849121094e+02, 2.926298217773438e+02, 2.925653686523438e+02, 2.925039367675781e+02, 2.924652404785156e+02, 2.924321594238281e+02, 2.923878479003906e+02, 2.923497314453125e+02, 2.922916564941406e+02, 2.922535705566406e+02, 2.922246704101562e+02, 2.921776428222656e+02, 2.92166259765625e+02, 2.921655578613281e+02, 2.921505126953125e+02, 2.920687255859375e+02, 2.920514526367188e+02, 2.920565795898438e+02, 2.919591674804688e+02, 2.923125610351562e+02, 2.925326538085938e+02, 2.926708984375e+02, 2.928977966308594e+02, 2.9323095703125e+02, 2.934414672851562e+02, 2.934837341308594e+02, 2.934954528808594e+02, 2.93491455078125e+02, 2.934853515625e+02, 2.93480712890625e+02, 2.934886169433594e+02, 2.934189147949219e+02, 2.934545288085938e+02, 2.936783142089844e+02, 2.937005920410156e+02, 2.9372412109375e+02, 2.937544250488281e+02, 2.93775634765625e+02, 2.937834167480469e+02, 2.937803955078125e+02, 2.937474975585938e+02, 2.936525268554688e+02, 2.93448974609375e+02, 2.932530517578125e+02, 2.930101623535156e+02, 2.929492492675781e+02, 2.929180908203125e+02, 2.928805847167969e+02, 2.928421630859375e+02, 2.927888488769531e+02, 2.927376708984375e+02, 2.927286987304688e+02, 2.927490234375e+02, 2.9279296875e+02, 2.927554016113281e+02, 2.925432739257812e+02]
flo.wes.air.vol.T=[2.931499938964844e+02, 2.921127319335938e+02, 2.920301513671875e+02, 2.919742431640625e+02, 2.919439086914062e+02, 2.919264221191406e+02, 2.919386596679688e+02, 2.918870849609375e+02, 2.917911071777344e+02, 2.917210693359375e+02, 2.916390075683594e+02, 2.916207885742188e+02, 2.9163037109375e+02, 2.916623840332031e+02, 2.921773376464844e+02, 2.924990844726562e+02, 2.927305908203125e+02, 2.930122375488281e+02, 2.932732849121094e+02, 2.933693237304688e+02, 2.933729248046875e+02, 2.932033081054688e+02, 2.933352966308594e+02, 2.934600830078125e+02, 2.933799743652344e+02, 2.9334521484375e+02, 2.932667236328125e+02, 2.932881469726562e+02, 2.93469970703125e+02, 2.934952697753906e+02, 2.935228576660156e+02, 2.936145324707031e+02, 2.937348022460938e+02, 2.937986145019531e+02, 2.938140563964844e+02, 2.93833740234375e+02, 2.9379345703125e+02, 2.936073913574219e+02, 2.9335791015625e+02, 2.930585021972656e+02, 2.929449462890625e+02, 2.928956909179688e+02, 2.928900146484375e+02, 2.928989562988281e+02, 2.929136047363281e+02, 2.928417358398438e+02, 2.927627868652344e+02, 2.926977233886719e+02, 2.926355285644531e+02, 2.925982666015625e+02, 2.925660095214844e+02, 2.925233764648438e+02, 2.924915771484375e+02, 2.924300842285156e+02, 2.923897705078125e+02, 2.923618469238281e+02, 2.9231640625e+02, 2.923110656738281e+02, 2.923070373535156e+02, 2.922916870117188e+02, 2.922007141113281e+02, 2.921838073730469e+02, 2.921548461914062e+02, 2.920810852050781e+02, 2.924185791015625e+02, 2.92623291015625e+02, 2.927466125488281e+02, 2.928887939453125e+02, 2.932042236328125e+02, 2.934833984375e+02, 2.935281982421875e+02, 2.9353125e+02, 2.935177307128906e+02, 2.935020751953125e+02, 2.934927368164062e+02, 2.935194396972656e+02, 2.934907836914062e+02, 2.935549926757812e+02, 2.937873229980469e+02, 2.938196716308594e+02, 2.938512268066406e+02, 2.938869323730469e+02, 2.939092407226562e+02, 2.939149780273438e+02, 2.939071350097656e+02, 2.93871337890625e+02, 2.937700805664062e+02, 2.935608215332031e+02, 2.933665771484375e+02, 2.931251525878906e+02, 2.930697937011719e+02, 2.930398864746094e+02, 2.930028686523438e+02, 2.929617309570312e+02, 2.929039001464844e+02, 2.928502197265625e+02, 2.928456420898438e+02, 2.92908935546875e+02, 2.929212951660156e+02, 2.92883056640625e+02, 2.927089233398438e+02]
flo.cor.air.vol.T=[2.931499938964844e+02, 2.927408142089844e+02, 2.926835632324219e+02, 2.926394348144531e+02, 2.926067504882812e+02, 2.925718994140625e+02, 2.92548095703125e+02, 2.925093078613281e+02, 2.924478454589844e+02, 2.923976745605469e+02, 2.923592224121094e+02, 2.923204956054688e+02, 2.9228125e+02, 2.922083129882812e+02, 2.926407165527344e+02, 2.929486999511719e+02, 2.931539916992188e+02, 2.933144836425781e+02, 2.935863952636719e+02, 2.937248840332031e+02, 2.937531433105469e+02, 2.937705383300781e+02, 2.938192138671875e+02, 2.938764343261719e+02, 2.939024353027344e+02, 2.939279174804688e+02, 2.938620300292969e+02, 2.9388330078125e+02, 2.9410302734375e+02, 2.941496276855469e+02, 2.941890869140625e+02, 2.942349853515625e+02, 2.942830200195312e+02, 2.943236389160156e+02, 2.943523254394531e+02, 2.943824462890625e+02, 2.943403930664062e+02, 2.941416625976562e+02, 2.938625183105469e+02, 2.935637512207031e+02, 2.935101623535156e+02, 2.934684448242188e+02, 2.934443054199219e+02, 2.934390869140625e+02, 2.934468994140625e+02, 2.934013671875e+02, 2.933359985351562e+02, 2.932849731445312e+02, 2.932362976074219e+02, 2.932001953125e+02, 2.931687927246094e+02, 2.93135009765625e+02, 2.931064147949219e+02, 2.930609741210938e+02, 2.930169677734375e+02, 2.929908447265625e+02, 2.929548645019531e+02, 2.929379272460938e+02, 2.929279479980469e+02, 2.929093627929688e+02, 2.928458251953125e+02, 2.928143615722656e+02, 2.928070373535156e+02, 2.926726989746094e+02, 2.929329833984375e+02, 2.930842895507812e+02, 2.931554870605469e+02, 2.932555541992188e+02, 2.935743713378906e+02, 2.939107971191406e+02, 2.939759521484375e+02, 2.94003662109375e+02, 2.940135803222656e+02, 2.940193176269531e+02, 2.940399780273438e+02, 2.940919494628906e+02, 2.940342712402344e+02, 2.940749206542969e+02, 2.943165283203125e+02, 2.943526611328125e+02, 2.943842468261719e+02, 2.944202270507812e+02, 2.944479370117188e+02, 2.944530029296875e+02, 2.944458312988281e+02, 2.943911437988281e+02, 2.942773742675781e+02, 2.940744934082031e+02, 2.938843994140625e+02, 2.936394958496094e+02, 2.935816955566406e+02, 2.935513000488281e+02, 2.935158081054688e+02, 2.934757385253906e+02, 2.934382019042969e+02, 2.934118347167969e+02, 2.933985595703125e+02, 2.934347229003906e+02, 2.934446716308594e+02, 2.934160461425781e+02, 2.933287353515625e+02]
sou.vav.m_flow=[3.233083017886024e-13, 1.145001369877718e-04, 1.145172718679532e-04, 1.144304187619127e-04, 1.142778055509552e-04, 1.141062894021161e-04, 1.139160958700813e-04, 1.139233718276955e-04, 1.13988142402377e-04, 1.140117165050469e-04, 1.141368629760109e-04, 1.139980377047323e-04, 1.139563391916454e-04, 1.059961095452309e-01, 1.609348505735398e-01, 2.179368585348129e-01, 3.226349055767059e-01, 3.360754847526551e-01, 2.330256551504135e-01, 1.787916421890259e-01, 1.717633903026581e-01, 1.70789897441864e-01, 1.706561744213104e-01, 1.706371307373047e-01, 1.706340610980988e-01, 1.706338673830032e-01, 1.706340312957764e-01, 1.706342548131943e-01, 1.706352233886719e-01, 1.706347614526749e-01, 1.706338822841644e-01, 1.706337183713913e-01, 1.706336140632629e-01, 1.706337034702301e-01, 1.706337779760361e-01, 1.706338226795197e-01, 1.706338971853256e-01, 1.706339120864868e-01, 1.706339418888092e-01, 1.70634001493454e-01, 1.141844186349772e-04, 1.143573681474663e-04, 1.139184605563059e-04, 1.358719327981817e-05, 6.122932632024458e-07, 1.138570587499999e-04, 1.141551256296225e-04, 1.143377594416961e-04, 1.144567941082641e-04, 1.143568588304333e-04, 1.142901674029417e-04, 1.143006229540333e-04, 1.140451058745384e-04, 1.144078923971392e-04, 1.143092740676366e-04, 1.142941327998415e-04, 1.144426569226198e-04, 1.140502572525293e-04, 1.138980442192405e-04, 1.139167798100971e-04, 1.150882235378958e-04, 1.144994530477561e-04, 1.141004977398552e-04, 1.059961766004562e-01, 1.609347611665726e-01, 1.692388206720352e-01, 1.704417318105698e-01, 1.705977767705917e-01, 1.70648604631424e-01, 1.706307232379913e-01, 1.706302762031555e-01, 1.706328243017197e-01, 1.706338226795197e-01, 1.706339567899704e-01, 1.706339567899704e-01, 1.706339567899704e-01, 1.70633852481842e-01, 1.706338375806808e-01, 1.706340163946152e-01, 1.706338971853256e-01, 1.706338971853256e-01, 1.706340163946152e-01, 1.706340909004211e-01, 1.706341654062271e-01, 1.706338226795197e-01, 1.706360578536987e-01, 1.706332862377167e-01, 1.70634388923645e-01, 1.706340461969376e-01, 1.706337034702301e-01, 1.140806780313142e-04, 1.140311069320887e-04, 1.140346212196164e-04, 1.141159300459549e-04, 1.146459326264448e-04, 1.152391560026444e-04, 1.148079099948518e-04, 3.951343023800291e-05, 0e+00, 5.657011206494644e-05, 1.139503438025713e-04]
eas.vav.m_flow=[3.070213896484708e-13, 1.087320997612551e-04, 1.087483688024804e-04, 1.08665888546966e-04, 1.085209732991643e-04, 1.083580937120132e-04, 1.081774826161563e-04, 1.081843947758898e-04, 1.082458984456025e-04, 1.082682865671813e-04, 1.083871247828938e-04, 1.082552917068824e-04, 1.08215695945546e-04, 1.006564646959305e-01, 1.528276354074478e-01, 1.60679504275322e-01, 1.618313938379288e-01, 1.620342880487442e-01, 1.620940268039703e-01, 1.620274633169174e-01, 1.620190888643265e-01, 1.620322316884995e-01, 1.620374321937561e-01, 1.620380878448486e-01, 1.620378047227859e-01, 1.620379835367203e-01, 1.62038192152977e-01, 1.620384156703949e-01, 1.620393395423889e-01, 1.620389074087143e-01, 1.620380729436874e-01, 1.620378941297531e-01, 1.620378047227859e-01, 1.620378792285919e-01, 1.620379686355591e-01, 1.620380133390427e-01, 1.620380878448486e-01, 1.620380878448486e-01, 1.62038117647171e-01, 1.620381772518158e-01, 1.08432286651805e-04, 1.085965195670724e-04, 1.081797236111015e-04, 1.29027275761473e-05, 5.814484893562621e-07, 1.081214140867814e-04, 1.08404470665846e-04, 1.085779003915377e-04, 1.086909396690316e-04, 1.085960393538699e-04, 1.08532709418796e-04, 1.085426338249817e-04, 1.082999879145063e-04, 1.086445045075379e-04, 1.085508483811282e-04, 1.085364783648401e-04, 1.086775155272335e-04, 1.083048846339807e-04, 1.081603404600173e-04, 1.08178130176384e-04, 1.092905586119741e-04, 1.087314522010274e-04, 1.083525930880569e-04, 1.006565317511559e-01, 1.528275460004807e-01, 1.607132852077484e-01, 1.618555784225464e-01, 1.620037704706192e-01, 1.620520353317261e-01, 1.620350629091263e-01, 1.620346307754517e-01, 1.620370596647263e-01, 1.620379984378815e-01, 1.620381325483322e-01, 1.620381325483322e-01, 1.620381325483322e-01, 1.620380282402039e-01, 1.620380133390427e-01, 1.62038192152977e-01, 1.620380729436874e-01, 1.620380729436874e-01, 1.62038192152977e-01, 1.62038266658783e-01, 1.620383262634277e-01, 1.620380133390427e-01, 1.620401293039322e-01, 1.620374917984009e-01, 1.620385348796844e-01, 1.620382219552994e-01, 1.620378941297531e-01, 1.08333770185709e-04, 1.082866947399452e-04, 1.082900344044901e-04, 1.083672468666919e-04, 1.088705466827378e-04, 1.094338877010159e-04, 1.090243677026592e-04, 3.752291013370268e-05, 0e+00, 5.372034502215683e-05, 1.082100061466917e-04]
nor.vav.m_flow=[3.233083017886024e-13, 1.145001369877718e-04, 1.145172718679532e-04, 1.144304187619127e-04, 1.142778055509552e-04, 1.141062894021161e-04, 1.139160958700813e-04, 1.139233718276955e-04, 1.13988142402377e-04, 1.140117165050469e-04, 1.141368629760109e-04, 1.139980377047323e-04, 1.139563391916454e-04, 1.059961095452309e-01, 1.609348505735398e-01, 1.692032516002655e-01, 2.460261136293411e-01, 3.066926896572113e-01, 2.738945484161377e-01, 1.954494565725327e-01, 1.741079688072205e-01, 1.711206585168839e-01, 1.707030087709427e-01, 1.706437319517136e-01, 1.70634999871254e-01, 1.706339865922928e-01, 1.706340461969376e-01, 1.706342548131943e-01, 1.706352233886719e-01, 1.706347614526749e-01, 1.706338822841644e-01, 1.706337183713913e-01, 1.706336140632629e-01, 1.706337034702301e-01, 1.706337779760361e-01, 1.706338226795197e-01, 1.706338971853256e-01, 1.706339120864868e-01, 1.706339418888092e-01, 1.70634001493454e-01, 1.141844186349772e-04, 1.143573681474663e-04, 1.139184605563059e-04, 1.358719327981817e-05, 6.122932632024458e-07, 1.138570587499999e-04, 1.141551256296225e-04, 1.143377594416961e-04, 1.144567941082641e-04, 1.143568588304333e-04, 1.142901674029417e-04, 1.143006229540333e-04, 1.140451058745384e-04, 1.144078923971392e-04, 1.143092740676366e-04, 1.142941327998415e-04, 1.144426569226198e-04, 1.140502572525293e-04, 1.138980442192405e-04, 1.139167798100971e-04, 1.150882235378958e-04, 1.144994530477561e-04, 1.141004977398552e-04, 1.059961766004562e-01, 1.609347611665726e-01, 1.692388206720352e-01, 1.704417318105698e-01, 2.228832840919495e-01, 2.166304290294643e-01, 1.771209537982942e-01, 1.715520918369293e-01, 1.707644909620285e-01, 1.706526279449463e-01, 1.706366539001465e-01, 1.706343442201614e-01, 1.70634001493454e-01, 1.70633852481842e-01, 1.706338375806808e-01, 1.706340163946152e-01, 1.706338971853256e-01, 1.706338971853256e-01, 1.706340163946152e-01, 1.706340909004211e-01, 1.706341654062271e-01, 1.706338226795197e-01, 1.706360578536987e-01, 1.706332862377167e-01, 1.70634388923645e-01, 1.706340461969376e-01, 1.706337034702301e-01, 1.140806780313142e-04, 1.140311069320887e-04, 1.140346212196164e-04, 1.141159300459549e-04, 1.146459326264448e-04, 1.152391560026444e-04, 1.148079099948518e-04, 3.951343023800291e-05, 0e+00, 5.657011206494644e-05, 1.139503438025713e-04]
wes.vav.m_flow=[2.387944171827056e-13, 8.456941577605903e-05, 8.45820686663501e-05, 8.451791654806584e-05, 8.440519741270691e-05, 8.427851571468636e-05, 8.413803880102932e-05, 8.414341573370621e-05, 8.419125515501946e-05, 8.42086665215902e-05, 8.430109301116318e-05, 8.41985602164641e-05, 8.416776108788326e-05, 7.828836143016815e-02, 1.188659369945526e-01, 1.249729469418526e-01, 1.451195478439331e-01, 1.913127303123474e-01, 1.731613278388977e-01, 1.337877810001373e-01, 1.271077245473862e-01, 1.261792480945587e-01, 1.260509341955185e-01, 1.260326951742172e-01, 1.26029834151268e-01, 1.260296106338501e-01, 1.260297149419785e-01, 1.260298788547516e-01, 1.260305941104889e-01, 1.260302513837814e-01, 1.260296106338501e-01, 1.260294765233994e-01, 1.260294020175934e-01, 1.260294616222382e-01, 1.260295212268829e-01, 1.260295659303665e-01, 1.260296255350113e-01, 1.260296255350113e-01, 1.260296404361725e-01, 1.260296851396561e-01, 8.433622133452445e-05, 8.446395804639906e-05, 8.413978503085673e-05, 1.003545457933797e-05, 4.522377139437594e-07, 8.409443398704752e-05, 8.431458991253749e-05, 8.444947889074683e-05, 8.453740156255662e-05, 8.446358697256073e-05, 8.441432873951271e-05, 8.442204853054136e-05, 8.423332474194467e-05, 8.45012764330022e-05, 8.442843682132661e-05, 8.441726095043123e-05, 8.452696056338027e-05, 8.423713006777689e-05, 8.412470924668014e-05, 8.413854811806232e-05, 8.500376861775294e-05, 8.456890645902604e-05, 8.427423745160922e-05, 7.828841358423233e-02, 1.188658624887466e-01, 1.249992176890373e-01, 1.258876770734787e-01, 1.260029375553131e-01, 1.260404735803604e-01, 1.260272711515427e-01, 1.260269433259964e-01, 1.260288208723068e-01, 1.260295510292053e-01, 1.260296702384949e-01, 1.260296702384949e-01, 1.260296553373337e-01, 1.260295808315277e-01, 1.260295659303665e-01, 1.260297000408173e-01, 1.260296106338501e-01, 1.260296106338501e-01, 1.260297000408173e-01, 1.26029759645462e-01, 1.260298192501068e-01, 1.260295659303665e-01, 1.260312050580978e-01, 1.260291635990143e-01, 1.260299831628799e-01, 1.260297298431396e-01, 1.260294765233994e-01, 8.425959822488949e-05, 8.422298560617492e-05, 8.422558312304318e-05, 8.428563887719065e-05, 8.467709267279133e-05, 8.511524356435984e-05, 8.479673124384135e-05, 2.918448626587633e-05, 0e+00, 4.178249218966812e-05, 8.416333730565384e-05]
cor.vav.m_flow_turbulent=[1.618800044059753e+00, 1.618800044059753e+00]
