#1
double tab1(719,5)
# Date
# m_primaire
# P_calc
# T_depart
# T_retour
0.0	0.0	0.0	60.0	45.0
3600.0	0.0	0.0	60.0	45.0
7200.0	0.0	0.0	60.0	45.0
10800.0	0.0	0.0	60.0	45.0
14400.0	0.0	0.0	60.0	45.0
18000.0	0.0	0.0	60.0	45.0
21600.0	0.0	0.0	60.0	45.0
25200.0	0.0	0.0	60.0	45.0
28800.0	0.0	0.0	60.0	45.0
32400.0	0.0	0.0	60.0	45.0
36000.0	0.0	0.0	60.0	45.0
39600.0	0.0	0.0	60.0	45.0
43200.0	0.0	0.0	60.0	45.0
46800.0	0.0	0.0	60.0	45.0
50400.0	0.0	0.0	60.0	45.0
54000.0	0.0	0.0	60.0	45.0
57600.0	0.0	0.0	60.0	45.0
61200.0	0.0	0.0	60.0	45.0
64800.0	0.0	0.0	60.0	45.0
68400.0	0.0	0.0	60.0	45.0
72000.0	0.0	0.0	60.0	45.0
75600.0	0.0	0.0	60.0	45.0
79200.0	0.0	0.0	60.0	45.0
82800.0	0.0	0.0	60.0	45.0
86400.0	0.0	0.0	60.0	45.0
90000.0	0.0	0.0	60.0	45.0
93600.0	0.0	0.0	60.0	45.0
97200.0	0.0	0.0	60.0	45.0
100800.0	0.0	0.0	60.0	45.0
104400.0	0.0	0.0	60.0	45.0
108000.0	0.0	0.0	60.0	45.0
111600.0	0.0	0.0	60.0	45.0
115200.0	0.0	0.0	60.0	45.0
118800.0	0.0	0.0	60.0	45.0
122400.0	0.0	0.0	60.0	45.0
126000.0	0.0	0.0	60.0	45.0
129600.0	0.0	0.0	60.0	45.0
133200.0	0.0	0.0	60.0	45.0
136800.0	0.0	0.0	60.0	45.0
140400.0	0.0	0.0	60.0	45.0
144000.0	0.0	0.0	60.0	45.0
147600.0	0.0	0.0	60.0	45.0
151200.0	0.0	0.0	60.0	45.0
154800.0	0.0	0.0	60.0	45.0
158400.0	0.0	0.0	60.0	45.0
162000.0	0.0	0.0	60.0	45.0
165600.0	0.0	0.0	60.0	45.0
169200.0	0.0	0.0	60.0	45.0
172800.0	0.0	0.0	60.0	45.0
176400.0	0.0	0.0	60.0	45.0
180000.0	0.0	0.0	60.0	45.0
183600.0	0.0	0.0	60.0	45.0
187200.0	0.0	0.0	60.0	45.0
190800.0	0.0	0.0	60.0	45.0
194400.0	0.0	0.0	60.0	45.0
198000.0	0.0	0.0	60.0	45.0
201600.0	0.0	0.0	60.0	45.0
205200.0	0.0	0.0	60.0	45.0
208800.0	0.0	0.0	60.0	45.0
212400.0	0.0	0.0	60.0	45.0
216000.0	0.0	0.0	60.0	45.0
219600.0	0.0	0.0	60.0	45.0
223200.0	0.0	0.0	60.0	45.0
226800.0	0.0	0.0	60.0	45.0
230400.0	0.0	0.0	60.0	45.0
234000.0	0.0	0.0	60.0	45.0
237600.0	0.0	0.0	60.0	45.0
241200.0	0.0	0.0	60.0	45.0
244800.0	0.0	0.0	60.0	45.0
248400.0	0.0	0.0	60.0	45.0
252000.0	0.0	0.0	60.0	45.0
255600.0	0.0	0.0	60.0	45.0
259200.0	0.0	0.0	60.0	45.0
262800.0	0.0	0.0	60.0	45.0
266400.0	0.0	0.0	60.0	45.0
270000.0	0.0	0.0	60.0	45.0
273600.0	0.0	0.0	60.0	45.0
277200.0	0.0	0.0	60.0	45.0
280800.0	0.0	0.0	60.0	45.0
284400.0	0.0	0.0	60.0	45.0
288000.0	0.0	0.0	60.0	45.0
291600.0	0.0	0.0	60.0	45.0
295200.0	0.0	0.0	60.0	45.0
298800.0	0.0	0.0	60.0	45.0
302400.0	0.0	0.0	60.0	45.0
306000.0	0.0	0.0	60.0	45.0
309600.0	0.0	0.0	60.0	45.0
313200.0	0.9302777777777778	45509.81737499999	196.27499999999995	182.92999999999998
316800.0	1.7572222222222225	82899.21187499998	332.54999999999995	321.28999999999996
320400.0	1.971111111111111	94135.91362499999	332.54999999999995	321.17999999999995
324000.0	2.321851851851852	109048.51012499996	332.54999999999995	321.36999999999995
327600.0	2.3312037037037032	119833.67749999996	332.54999999999995	320.3499999999999
331200.0	2.3449074074074074	120298.70462499997	332.54999999999995	320.37999999999994
